,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
457,0460_s15_qp_21.pdf,(metres),SUB,Fig. 2 Identify the following features shown on Fig. 2:,features,58
458,0460_s15_qp_21.pdf,(i),SUB, the land use at W; ,land use,20
459,0460_s15_qp_21.pdf,(ii),SUB, the transport feature at X; ,transport feature,29
460,0460_s15_qp_21.pdf,(iii),SUB, the feature on the river at Y; ,feature river,32
461,0460_s15_qp_21.pdf,(iv),SUB, the vegetation at Z. ,vegetation,22
462,0460_s15_qp_21.pdf,(c),SUB,Look at the Mukwadzi river. Which three of the following statements about the river and its valley are true? Tick three boxes. Statement Tick (✓) The river has variable width The river flows through orchard or plantation The river flows across land lower than 1000 metres above sea level There are some settlements next to the river The river has no tributaries The river has waterfalls There are no bridges across the river Parts of the river valley in the south-east are narrow,Look river statements river valley boxes river river orchard plantation river land metres sea level settlements river river tributaries river bridges river river valley south-east,481
463,0460_s15_qp_21.pdf,(d),SUB," The Umvukwe Range is shown in the east of the map extract. Describe how the height, gradient and cultivation of the Umvukwe Range is different from the rest of the map. Height above sea level Gradient of slopes Amount of cultivation ",east map extract height gradient cultivation rest map sea level cultivation,234
464,0460_s15_qp_21.pdf,(e),SUB,Fig. 3 shows the roads in the south east of the map extract. Fig. 3 Describe how the routes of the roads have been affected by relief. [Total: 20 marks],roads east map extract routes roads relief Total marks,154
465,0460_s15_qp_21.pdf,2,MAIN,"Fig. 4 shows plate boundaries (plate margins), plate movements and earthquake epicentres in part of North America and the Pacific Ocean. N plate boundary direction of plate movement earthquake epicentre Bering Pacific Ocean Fig. 4",shows plate boundaries plate margins movements earthquake epicentres part plate direction plate movement earthquake,231
466,0460_s15_qp_21.pdf,(a),SUB, What is meant by the following terms: ,terms,39
467,0460_s15_qp_21.pdf,(b),SUB,Identify the types of plate boundary shown at X and Y on Fig. 4. X…………………………………………………….. Y…………………………………………………….. [2],types plate,118
468,0460_s15_qp_21.pdf,(c),SUB,Fig. 5 shows the effects of one of the earthquakes in the area. An intensity value of 12 is strong and 1 is weak. N plate boundary direction of plate movement,effects earthquakes area intensity value plate direction plate movement,160
469,0460_s15_qp_21.pdf,6,MAIN,earthquake intensity Bering Pacific Ocean Fig. 5,earthquake intensity,49
470,0460_s15_qp_21.pdf,(i),SUB,"On Fig. 5, mark the position of the epicentre of the earthquake with the letter E. [1]",mark position epicentre earthquake letter,88
471,0460_s15_qp_21.pdf,(ii),SUB,"Using information from Fig. 5 and your own knowledge, explain the cause of the earthquake. [Total: 8 marks]",information knowledge cause earthquake Total marks,109
472,0460_s15_qp_21.pdf,3,MAIN,"(a) Table 1 shows some processes which occur at the Earth’s surface. Table 1 A carbonation B traction C frost shattering D exfoliation E saltation F suspension G erosion For each of the following descriptions, choose the correct process from Table 1.",Table processes surface carbonation traction frost exfoliation saltation suspension erosion descriptions process,251
473,0460_s15_qp_21.pdf,(i),SUB,The process by which solid material moves along the bed of a river in a series of hops. letter ………………………….. [1],process material moves bed river series hops letter,113
474,0460_s15_qp_21.pdf,(ii),SUB,The process by which a river or waves in the sea wear away and remove rocks and weathered material. letter ………………………….. [1],process river waves sea rocks material letter,125
475,0460_s15_qp_21.pdf,(iii),SUB,The process occurring in deserts where layers of rock peel off parallel to the surface. letter ………………………….. [1] in rainwater. letter ………………………….. [1],process deserts layers rock peel parallel surface letter rainwater letter,151
476,0460_s15_qp_21.pdf,(b),SUB,Study Photograph A (Insert). Describe and explain the evidence of weathering seen in the photograph. [Total: 8 marks] BLANK PAGE,evidence photograph Total marks,130
477,0460_s15_qp_21.pdf,4,MAIN,"(a) Photograph B (Insert) shows part of Moscow, Russia. ",Photograph part,56
478,0460_s15_qp_21.pdf,(i),SUB, Describe the buildings seen in the photograph. ,buildings photograph,48
479,0460_s15_qp_21.pdf,(ii),SUB, Suggest which land use zone of the city is shown in the photograph. ,zone city photograph,69
480,0460_s15_qp_21.pdf,(b),SUB,"Photograph C (Insert) shows part of Johannesburg, South Africa. Describe the evidence seen in the photograph which suggests that this is a suburban shopping area. [Total: 8 marks]",part evidence photograph shopping area Total marks,181
481,0460_s15_qp_21.pdf,5,MAIN,Fig. 6 gives information about the wheat production of the world’s ten leading wheat producing countries. Fig. 7 shows the location of these countries. Study Figs 6 and 7 and answer the questions on the page opposite. CChhiinnaa ((11)),information wheat production world ten wheat countries location countries questions page opposite,236
482,0460_s15_qp_21.pdf,80,MAIN,IInnddiiaa ((22)) RRuussssiiaa,RRuussssiiaa,31
483,0460_s15_qp_21.pdf,((33),SUB,) UUSSAA ((44)) FFrraannccee,FFrraannccee,29
484,0460_s15_qp_21.pdf,((55),SUB,) CCaannaaddaa ((77)) PPaakkiissttaann ((88)) Australia (6) Germany (9) KKaazzaakkhhssttaann ((1100)) Fig. 6,,109
485,0460_s15_qp_21.pdf,4,MAIN,= wheat producing country shown on Fig. 6 Fig. 7 )sennot noillim( noitcudorp,wheat country sennot noitcudorp,77
486,0460_s15_qp_21.pdf,(a),SUB,(i) In 2011 India produced 87 million tonnes of wheat. Use this information to complete Fig. 6. [1],tonnes wheat information,101
487,0460_s15_qp_21.pdf,(ii),SUB,"Using Fig. 6, identify two countries where wheat production decreased between 2009 and 2011. 1………………………………………… 2……………………………………….. [2]",countries wheat production,135
488,0460_s15_qp_21.pdf,(b),SUB,Fig. 6 was designed to show the wheat production of the world’s ten leading wheat producing countries. Give one advantage and one disadvantage of using Fig. 6 to do this. Advantage Disadvantage,wheat production world ten wheat countries advantage disadvantage Advantage Disadvantage,195
489,0460_s15_qp_21.pdf,(c),SUB,"(i) Using Figs 6 and 7, identify two continents which do not have one of the ten leading wheat producing countries. 1………………………………………… 2……………………………………….. [1]",continents ten wheat countries,158
490,0460_s15_qp_21.pdf,(ii),SUB,"Using Fig. 7, which two of the following statements about the leading wheat producing countries is correct? Tick two boxes in the table. Statement Tick (✓) most are in the tropics most are near the poles most are in temperate latitudes most are in the northern hemisphere most are in the southern hemisphere most are close to the Equator [Total: 8 marks]",statements wheat countries boxes table tropics poles latitudes hemisphere hemisphere marks,356
491,0460_s15_qp_21.pdf,6,MAIN,"Fig. 8 shows an area where it is planned to build a new thermal power station. Four possible sites for the power station, A, B, C and D, are shown. coal imports park and N ATp o r t r ec are rea ationD A possible power station site industrial zone B built up area",area power station sites power station coal imports park ec power station site zone area,264
492,0460_s15_qp_21.pdf,(mainly residential),SUB,main road coal river mine Fig. 8,road coal river mine,34
493,0460_s15_qp_21.pdf,(a),SUB, (i) Measure the distance along the main road from where it crosses the river to the road junction in the north east of the map. ,Measure distance road river road junction east map,129
494,0460_s15_qp_21.pdf,(ii),SUB,What is the general direction of flow of the river? Circle one correct answer below. to the north east to the north west to the south east to the south west [1],direction flow river correct answer east west east,162
495,0460_s15_qp_21.pdf,(b),SUB," For each of the following factors, choose a suitable site for the power station. Tick one box for each factor and give a reason for your choice. ",factors site power station box factor reason choice,146
496,0460_s15_qp_21.pdf,(i),SUB, Transport Site A B C D Tick (✓) ,,33
497,0460_s15_qp_21.pdf,(ii),SUB, Raw materials Site A B C D Tick (✓) ,materials,37
498,0460_s15_qp_21.pdf,(iii),SUB, Supply of cooling water Site A B C D Tick (✓) ,Supply water,47
499,0460_s15_qp_21.pdf,(iv),SUB, Room for expansion Site A B C D Tick (✓) ,Room expansion,42
500,0460_s15_qp_21.pdf,(v),SUB, Disposal of waste ash Site A B C D Tick (✓) ,Disposal waste ash,45
501,0460_s15_qp_22.pdf,(v),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/22 Paper 2 May/June 2015,,144
502,0460_s15_qp_22.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photographs A and B for Question 3. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. The syllabus is approved for use in England, Wales and Northern Ireland as a Cambridge International Level 1/Level 2 Certificate. This document consists of 15 printed pages, blank page and Insert. DC (CW/SW) 95999/6",hour minutes Materials paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid questions maps diagrams answer end examination work number marks brackets end question part question syllabus use document pages page,1080
503,0460_s15_qp_22.pdf,1,MAIN,"Study the map extract for Barwick Estate, Zimbabwe. The scale is 1:50 000.",map extract scale,75
504,0460_s15_qp_22.pdf,(a),SUB,"Fig. 1 shows some of the features in the north east part of the map extract. Study Fig. 1 and the map extract and answer the questions below. Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features part map extract map extract questions map extract features,222
505,0460_s15_qp_22.pdf,(i),SUB, the type of road at A; ,type road,24
506,0460_s15_qp_22.pdf,(ii),SUB, feature B; ,feature,12
507,0460_s15_qp_22.pdf,(iii),SUB, feature C; ,feature,12
508,0460_s15_qp_22.pdf,(iv),SUB, the height of the land at D; ,height land,30
509,0460_s15_qp_22.pdf,(v),SUB, feature E. ,feature,12
510,0460_s15_qp_22.pdf,(b),SUB,Fig. 2A shows an area at Barwick in the north west of the map extract and Fig. 2B shows an area at Jackals Loop in the south east of the map extract. Study the two areas and answer the questions below. BARWICK JACKALS Fig. 2A Fig. 2B The table below compares the features of the two areas. Complete the table by putting ticks in the correct five boxes. Use only one tick for each row. Area in Area in Both of Neither of Fig. 2A Fig. 2B these these areas,area west map extract area east map extract areas questions table features areas table ticks boxes tick row areas,455
511,0460_s15_qp_22.pdf,(Barwick),SUB,(Jackals Loop) areas Example: rivers flat land steep land land over 1500 m tarred road,areas rivers land land land road,88
512,0460_s15_qp_22.pdf,(c),SUB,"Study Fig. 3, which shows an area drained by the Mukwadzi River in the west of the map. Fig. 3",area west map,96
513,0460_s15_qp_22.pdf,(i),SUB,Describe the Mukwadzi River in the area shown on Fig. 3.,area,58
514,0460_s15_qp_22.pdf,(ii),SUB,Describe the width of the river’s flood plain in the area shown on Fig. 3.,width river flood plain area,76
515,0460_s15_qp_22.pdf,(d),SUB,Look at the bridge over the Mukwadzi River (490701) shown on Fig. 3. A person travels from this bridge along the road to another bridge over the small river at Umvukwes View (508675).,Look bridge person bridge road bridge river,185
516,0460_s15_qp_22.pdf,(i),SUB, Measure the distance that the person travels. Give your answer in metres. ,Measure distance person travels answer metres,75
517,0460_s15_qp_22.pdf,(ii),SUB, In which compass direction does the person travel? ,compass direction person travel,52
518,0460_s15_qp_22.pdf,(iii),SUB, Measure the bearing from the bridge over the Mukwadzi River to the other bridge. ,Measure bearing bridge bridge,82
519,0460_s15_qp_22.pdf,(e),SUB,Find the trigonometrical station at Gase hill in the east of the map extract. Give the six figure grid reference of the trigonometrical station. [Total: 20 marks],station hill east map extract figure reference station Total marks,164
520,0460_s15_qp_22.pdf,2,MAIN,Table 1 gives information about the settlement hierarchy in a rural area. Table 1 Number Settlement Population convenience comparison primary secondary stores stores schools schools A 9800 19 4 6 1 B 8100 13 6 5 1 C 5000 11 3 5 0 D 3800 6 4 0 E 2900 4 1 1 0 F 1800 6 3 0 G 1400 4 0 1 0 H 600 0 0 0 I 500 3 0 0 0 J 200 1 0 0 0,information settlement hierarchy area convenience comparison stores stores schools schools,326
521,0460_s15_qp_22.pdf,(a),SUB, (i) What is meant by the term settlement hierarchy ? ,term settlement hierarchy,54
522,0460_s15_qp_22.pdf,(ii),SUB, Why is settlement A highest in the hierarchy? ,settlement hierarchy,47
523,0460_s15_qp_22.pdf,(iii),SUB, What is unusual about the position of settlement F in the hierarchy? ,position settlement hierarchy,70
524,0460_s15_qp_22.pdf,(b),SUB,"(i) Using information from Table 1 only, which one of the four services is the highest order service?",information Table services order service,103
525,0460_s15_qp_22.pdf,(ii),SUB,"Using information from Table 1, what is the minimum population needed for a settlement to have a primary school?",information population settlement school,114
526,0460_s15_qp_22.pdf,(c),SUB,"(i) Using information from Table 1, plot the position of settlement C on Fig. 4 below. [1] population (thousands) Fig. 4",information plot position settlement population thousands,122
527,0460_s15_qp_22.pdf,(ii),SUB,Describe the relationship between population and the number of convenience stores shown on Fig. 4.,relationship population number convenience stores,100
528,0460_s15_qp_22.pdf,(d),SUB,"Using information from Table 1 and Fig. 4, how does the number of low order settlements differ from the number of higher order settlements? [Total: 8 marks] serots ecneinevnoc rebmun",information number order settlements number order settlements Total marks serots rebmun,184
529,0460_s15_qp_22.pdf,3,MAIN,Photographs A and B (Insert) show the Ishim River at Astana in Kazakhstan at different times of the year. ,times year,106
530,0460_s15_qp_22.pdf,(a),SUB," Using information from the photographs only, suggest how the flow of the river will vary in winter and summer. ",information photographs flow river winter summer,112
531,0460_s15_qp_22.pdf,(b),SUB, Describe the features of the river and its channel shown in Photograph A. ,features river channel,75
532,0460_s15_qp_22.pdf,(c),SUB,"Photograph A shows that the right bank of the river has been built with stone or brick. Using Photograph A and your own knowledge, suggest why this has been done. [Total: 8 marks]",shows bank river stone brick knowledge Total marks,181
533,0460_s15_qp_22.pdf,4,MAIN,"Study Figs 5 and 6, which give information about tropical storms. Tropic of Cancer Equator Tropic of Capricorn Key track of tropical storm Fig. 5 rainfall rainfall wind direction pressure temperature Fig. 6 erusserp erutarepmet llafniar",information storms track storm rainfall rainfall direction pressure temperature erutarepmet llafniar,237
534,0460_s15_qp_22.pdf,(a),SUB,"Using Fig. 5, describe the general movement of tropical storms.",movement storms,65
535,0460_s15_qp_22.pdf,(b),SUB,"As a tropical storm passes, there is a time in the middle of the storm called the eye. Use Fig. 6 to describe how the following weather elements change as the eye of the storm passes. [Total: 8 marks]",storm passes time middle storm eye weather elements eye storm Total marks,202
536,0460_s15_qp_22.pdf,5,MAIN,"Fig. 7 shows the location of some of the main urban areas in the United Kingdom, and Figs 8 and 9 show the levels of the air pollutants nitrogen dioxide and sulfur dioxide. Main urban areas Edinburgh Glasgow Newcastle Teesside Belfast Liverpool Manchester Birmingham Bristol Cardiff London South Coast Fig. 7 Nitrogen dioxide pollution Sulfur dioxide pollution medium Fig. 8 Fig. 9",location areas levels air pollutants dioxide sulfur dioxide areas dioxide pollution dioxide pollution medium,382
537,0460_s15_qp_22.pdf,(a),SUB,Study Figs 7 and 8. Do you think that vehicles are likely to be a major source of nitrogen dioxide pollution in the United Kingdom? Give evidence from Figs 7 and 8 to support your answer.,vehicles source nitrogen dioxide pollution evidence answer,189
538,0460_s15_qp_22.pdf,(b),SUB,(i) Describe the relationship between sulfur dioxide pollution shown on Fig. 9 and the distribution of urban areas shown on Fig. 7.,relationship sulfur dioxide pollution distribution areas,133
539,0460_s15_qp_22.pdf,(ii),SUB,"Using your knowledge of pollution, suggest a likely source of the sulfur dioxide. [Total: 8 marks]",knowledge pollution source sulfur dioxide Total marks,100
540,0460_s15_qp_22.pdf,6,MAIN,Fig. 10 gives information about volcanic activity on Montserrat. A series of major eruptions occurred on Montserrat between Little an exclusion zone surrounding the Bay 0 4 major commercial activity are now,information activity series eruptions exclusion zone activity,207
541,0460_s15_qp_22.pdf,1,MAIN,km found in Brades and the Carr’s Bay and Little Bay areas of north- old west Montserrat. Montserrat’s airport tourist industry is now undergoing ,km areas west tourist industry,146
542,0460_s15_qp_22.pdf,5,MAIN,"a revival, with the volcano ",revival volcano,28
543,0460_s15_qp_22.pdf,10,MAIN,"representing one of the island’s main attractions. Montserrat offers a very rare opportunity to witness an active volcano from a safe distance. The exclusion zone covers the south-eastern area of the island, as well as extending Plymouth four kilometres off-shore along the eastern coast. There are various points where it is possible to view the volcano and the destruction it has brought to the island. Fig. ",island attractions opportunity volcano distance exclusion zone area island coast points volcano destruction island,410
544,0460_s15_qp_22.pdf,(a),SUB,"Using information from Fig. 10 only, explain each of the following:",information following,69
545,0460_s15_qp_22.pdf,(i),SUB, why the decision was taken to evacuate Plymouth and make it part of the exclusion zone; ,decision part exclusion zone,89
546,0460_s15_qp_22.pdf,(ii),SUB, why hotel owners might think that the volcano brought both advantages and disadvantages; ,hotel owners volcano advantages disadvantages,90
547,0460_s15_qp_22.pdf,(iii),SUB, why people in the north of the island might think that the volcano has benefitted them. ,people north island volcano,89
548,0460_s15_qp_23.pdf,(iii),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/23 Paper 2 May/June 2015,,144
549,0460_s15_qp_23.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Answer all questions. The Insert contains Photographs A, B and C for Question 2. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. The syllabus is approved for use in England, Wales and Northern Ireland as a Cambridge International Level 1/Level 2 Certificate. This document consists of 15 printed pages, blank page and Insert. DC (LK/SW) 95972/6",hour minutes Materials paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid questions maps diagrams answer end examination work number marks brackets end question part question syllabus use document pages page,1083
550,0460_s15_qp_23.pdf,1,MAIN,"Study the map extract, which is for Rosenfels , Zimbabwe. The scale is 1:50 000.",map extract scale,81
551,0460_s15_qp_23.pdf,(a),SUB,"Fig. 1 shows some of the features in the north west part of the map extract. Study Fig. 1 and the map extract and answer the questions below. Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features part map extract map extract questions map extract features,222
552,0460_s15_qp_23.pdf,(i),SUB, the height of the land shown by feature A; ,height land feature,44
553,0460_s15_qp_23.pdf,(ii),SUB, feature B; ,feature,12
554,0460_s15_qp_23.pdf,(iii),SUB, feature C; ,feature,12
555,0460_s15_qp_23.pdf,(iv),SUB, the human feature D; ,feature,22
556,0460_s15_qp_23.pdf,(v),SUB, the natural feature at the surface of the small hill E. ,feature surface hill,57
557,0460_s15_qp_23.pdf,(b),SUB,Describe the relief feature named Kezi in the area shown on Fig. 2. Fig. 2,relief feature area,76
558,0460_s15_qp_23.pdf,(c),SUB," Study the two named rivers in the centre of the area, the Mwewe and the Babuli. The table below compares features of the two rivers. Complete the table by putting ticks (✓) in the correct four boxes. Use only one tick for each row. Both of these Neither of Mwewe Babuli rivers these rivers Example – meander ✓ rapids islands many tributaries fl ows from south east to north west ",rivers centre area table features rivers table ticks boxes tick row rivers meander rapids tributaries ows west,380
559,0460_s15_qp_23.pdf,(d),SUB, (i) State one piece of map evidence that suggests that farming is an important activity in the south and west of the area in the map extract. ,piece evidence activity south west area map extract,143
560,0460_s15_qp_23.pdf,(ii),SUB,"Fig. 3 shows two areas, A and B, in the south of the map extract. A R E A A AREA B Fig. 3 Study these areas and compare them under the headings in the table below. Area A Area B ………………………………… ………………………………… services present ………………………………… …………………………………. ………………………………… ………………………………… settlement pattern ………………………………… …………………………………",shows areas south map extract areas headings table services ………………………………… settlement pattern …………………………………,328
561,0460_s15_qp_23.pdf,(e),SUB,(i) Give the six figure grid reference of the spot height 1032 by the side of the tarred road in the south east of the map extract.,figure reference spot height side road east map extract,133
562,0460_s15_qp_23.pdf,(ii),SUB,Measure the distance in metres along the tarred road from the spot height 1032 to the bridge over the Babuli river to the north. Circle the answer below which is nearest to your measurement. 1300 m 1600 m 1900 m 2200 m [1],Measure distance metres road spot height bridge river north answer measurement,224
563,0460_s15_qp_23.pdf,(iii),SUB,Calculate the gradient along the road between the spot height 1032 and the spot height 1044 that is 850 metres to the north of it.,gradient road spot height spot height metres north,132
564,0460_s15_qp_23.pdf,(iv),SUB,State the compass bearing along the cadastral boundary from the spot height 1032 to the eastern edge of the map. [Total: 20 marks],compass bearing boundary spot height edge map Total marks,132
565,0460_s15_qp_23.pdf,2,MAIN,"Photographs A, B and C (Insert) show some features of Salt Lake City in the USA. ",features,81
566,0460_s15_qp_23.pdf,(a),SUB, Photograph A was taken in the Central Business District (CBD). Give two pieces of evidence for this. ,pieces evidence,102
567,0460_s15_qp_23.pdf,(b),SUB," Using Photographs A, B and C, describe ways in which the city planners have tried to reduce traffic congestion and increase road safety in Salt Lake City. ",describe ways city planners traffic congestion road safety,156
568,0460_s15_qp_23.pdf,(c),SUB,"Describe the relief of the site of Salt Lake City and the relief of the land around it, as shown on Photographs A, B and C. [Total: 8 marks]",relief site relief land marks,142
569,0460_s15_qp_23.pdf,3,MAIN,Fig. 4 shows earthquakes with magnitude (strength) of 5.0 and above on the Richter Scale that occurred in one week in April 2013. Eurasian Plate North American Pacific African Nazca South Indo- Plate American X Australian Plate Antarctic Plate plate boundary direction of plate movement earthquake (magnitude 5.0 and above on the Richter Scale) Fig. 4,shows earthquakes magnitude strength week plate direction plate movement earthquake,352
570,0460_s15_qp_23.pdf,(a),SUB, Name the type of plate boundary at X. ,Name type plate boundary,39
571,0460_s15_qp_23.pdf,(b),SUB,"With reference to plate boundaries, describe the distribution of the earthquakes shown on Fig. 4.",reference boundaries distribution earthquakes,99
572,0460_s15_qp_23.pdf,(c),SUB,"Fig. 5 shows an area of the South Pacific Ocean, together with information about the deepest earthquake and shallowest earthquake that occurred in the week in April 2013. Fig. 6 is a section through the Earth’s crust on which the positions of earthquakes during the week have been plotted. N depth 349 km South Pacific Ocean depth Australian r Pacific n Plate",area information earthquake earthquake week section crust positions earthquakes week km depth,361
573,0460_s15_qp_23.pdf,0,MAIN,"20New r km Zealand plate boundary / Kermadec Ocean Trench earthquake location, depth of focus 349 km and magnitude on the Richter Scale direction of plate movement Fig. 5 earthquake distance from the deepest earthquake (km) Fig. 6",km plate earthquake location depth focus km magnitude direction movement earthquake distance earthquake km,231
574,0460_s15_qp_23.pdf,(i),SUB,The shallowest earthquake in the week occurred at a depth of 10 km and was 290 km away from the deepest earthquake. Use this information to plot the position of the shallowest earthquake on Fig. 6. [1],earthquake week depth km earthquake information position earthquake,203
575,0460_s15_qp_23.pdf,(ii),SUB,Look at Fig. 6. What is the relationship between the depth of the earthquakes and the distance from the line of the Kermadec Trench?,Look relationship depth earthquakes distance line,134
576,0460_s15_qp_23.pdf,(iii),SUB,Use the information on Figs 5 and 6 to name the type of plate boundary shown on Fig. 5.,information type plate,89
577,0460_s15_qp_23.pdf,(iv),SUB,Name a process that is occurring along this plate boundary to cause earthquakes at such different depths. [Total: 8 marks],Name process plate boundary earthquakes depths Total marks,124
578,0460_s15_qp_23.pdf,4,MAIN,(a) Fig. 7 shows information about the weather for one day in April 201at a place in Sri Lanka. 0.5 0.5 0.00 04.00 08.00 12.00 16.00 20.00 24.00 sunrise sunset Fig. 7,shows information weather day place sunrise sunset,167
579,0460_s15_qp_23.pdf,(i),SUB,Use the information in Table 1 to complete the temperature measurement on Fig. 7. Table 1 Hour Temperature (°C) 8.00 30 9.00 30.5,information temperature measurement,131
580,0460_s15_qp_23.pdf,(ii),SUB,Draw a bar on Fig. 7 to show that 0.5 mm of rain fell between 12.00 and 13.00 hours. [1] erutarepmet ytidimuh evitaler llafniar temperature relative humidity rainfall,bar mm rain hours evitaler temperature humidity rainfall,168
581,0460_s15_qp_23.pdf,(iii),SUB,Use the information in Fig. 7 to complete the table below in the spaces provided. Value Hour(s) lowest temperature 26°C 24.00 highest temperature daily temperature range between lowest humidity 60% 11.00 and 12.00 highest humidity,information table spaces temperature temperature temperature range humidity humidity,232
582,0460_s15_qp_23.pdf,(iv),SUB,Explain the temperature variations shown on Fig. 7.,temperature variations,53
583,0460_s15_qp_23.pdf,(v),SUB,Use the data in Fig. 7 to complete the following sentence:,data sentence,60
584,0460_s15_qp_23.pdf,(b),SUB,Which of the data on Fig. 7 was obtained using an instrument located outside the Stevenson Screen? [Total: 8 marks],data instrument Total marks,117
585,0460_s15_qp_23.pdf,5,MAIN,"Study Table 2, which gives information about Ivory Coast, a country in tropical Africa. Table 2 Region Rainfall Soils Main agriculture northern half heavy but unreliable from light and loose nomadic pastoralism of the country June to October dry from November to May and droughts occur southern half rain in all months good quality clay mainly arable of the country",information country agriculture light pastoralism country droughts half rain months quality clay country,366
586,0460_s15_qp_23.pdf,(a),SUB," (i) Three slopes in the southern half of the country with different land uses were found to have different rates of soil erosion. The land uses on the three slopes were: bare soil cultivation pasture In the spaces provided in the table below, write the land use most likely to result in the rate of erosion shown. Rate of soil erosion Land use ",slopes half country land uses rates soil erosion land slopes bare soil cultivation pasture spaces table land use rate erosion soil erosion use,345
587,0460_s15_qp_23.pdf,(tonnes per year per hectare),SUB, ………………………………………………………………………….. ………………………………………………………………………… ……………………………………………………………………….. ,..,91
588,0460_s15_qp_23.pdf,(ii),SUB, Explain how trees help to prevent soil erosion. ,trees soil erosion,49
589,0460_s15_qp_23.pdf,(b),SUB,Use the information in Table 2 to explain why soil erosion is likely to be a serious problem in the northern half of the country. [Total: 8 marks],information soil erosion problem half country Total marks,148
590,0460_s15_qp_23.pdf,6,MAIN,Fig. 8 shows the numbers employed in the shipbuilding industry of Brazil between 2000 and 2011. Fig. 8,numbers shipbuilding industry,103
591,0460_s15_qp_23.pdf,(a),SUB,(i) State the number of workers employed in the shipbuilding industry of Brazil in 2007.,number workers shipbuilding industry,90
592,0460_s15_qp_23.pdf,(ii),SUB,"Using Fig. 8, describe the changes in the numbers employed in shipbuilding in Brazil from 2000 to 2011. Do not give a year by year account. lizarB gnidliubpihs deyolpme srekrow rebmun number workers employed shipbuilding Brazil",changes numbers shipbuilding year year account deyolpme srekrow number workers,229
593,0460_s15_qp_23.pdf,(b),SUB,Suggest one problem that the Brazilian shipbuilding industry would have faced because of the changes between 2000 and 2011.,problem shipbuilding industry changes,125
594,0460_s16_qp_21.pdf,(b),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/21 Paper 2 May/June 2016,,144
595,0460_s16_qp_21.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:25 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Write your answer to each question in the space provided. If additional space is required, you should use the lined pages at the end of this booklet. The question number(s) must be clearly shown. Answer all questions. The Insert contains Photograph A for Question 3, and Photographs B, C and D for Question 6. The Insert is not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. Definitions MEDCs – More Economically Developed Countries LEDCs – Less Economically Developed Countries The syllabus is approved for use in England, Wales and Northern Ireland as a Cambridge International Level 1/Level 2 Certificate. This document consists of 19 printed pages, blank page and Insert. DC (NH/JG) 114178/6",hour minutes Materials paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid answer question space space pages end booklet question number questions maps diagrams answer end examination work number marks brackets end question part question Definitions syllabus use document pages page,1389
596,0460_s16_qp_21.pdf,1,MAIN,"Study the map extract for Egremont, UK. The scale is 1:25 000.",map extract scale,63
597,0460_s16_qp_21.pdf,(a),SUB,"Fig. 1 shows some of the features in the north west part of the map extract. Study Fig. 1 and the map extract, and answer the questions below. river E Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features part map extract map extract questions river map extract features,231
598,0460_s16_qp_21.pdf,(i),SUB, the land use in area A; ,land use area,25
