Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
0460_s16_qp_23.pdf,(b),SUB, Local people should benefit from tourism as much as possible. Suggest one way in which local inhabitants could be employed in each of the following: ,Local people benefit tourism much possible Suggest one way local inhabitant could employed following,150
0460_s16_qp_23.pdf,(i),SUB, boat trips around the islands; ,boat trip around island,32
0460_s16_qp_23.pdf,(ii),SUB, services in the ports. ,service port,24
0460_s16_qp_23.pdf,(c),SUB," (i) Explain why tourism can be harmful in a National Park, such as the Galapagos Islands. ",Explain tourism harmful National Park Galapagos Islands,91
0460_s16_qp_23.pdf,(ii),SUB, Explain how tourism is managed carefully in some areas. [Total: 8 marks] ,Explain tourism managed carefully area Total mark,74
0460_s16_qp_23.pdf,6 ,MAIN,"(a) Study the information in Fig. 11 and Photographs C and D (Insert), which show two methods used to reduce problems on some farms. problems on some farms include: • frost damage • infertile soils • pests and diseases • shortage of rainfall • soil erosion • soil exhaustion Fig. 11 ",Study information Photographs Insert show two method used reduce problem farm problem farm include frost damage infertile soil pest disease shortage rainfall soil erosion soil exhaustion,283
0460_s16_qp_23.pdf,(i),SUB, Explain why the land shown in the background of Photograph C is unsuitable for farming. ,Explain land shown background Photograph unsuitable farming,89
0460_s16_qp_23.pdf,(ii),SUB, Describe the farming method shown in Photograph C and identify which one of the problems listed in Fig. 11 is reduced by using it. ,Describe farming method shown Photograph identify one problem listed reduced using,132
0460_s16_qp_23.pdf,(b),SUB, Farmers in Photograph D have used the machine shown in Fig. 12. fFixiexedd eenndd Water wheels Fig. 12 ,Farmers Photograph used machine shown 12. fFixiexedd eenndd Water wheel,104
0460_s16_qp_23.pdf,(i),SUB," State the problem, listed in Fig. 11, which is reduced by the use of the machine shown in Fig. 12. ",State problem listed reduced use machine shown,100
0460_s16_qp_23.pdf,(ii),SUB, Describe how the machine shown in Fig. 12 works. ,Describe machine shown work,50
0460_s18_qp_21.pdf,1 ,MAIN,"Study the map extract for Geitsida, Norway. The scale is 1:50 000. ",Study map extract Geitsida Norway scale 1:50,67
0460_s18_qp_21.pdf,(a),SUB," Fig. 1.1 shows some of the features in the south east of the map extract. Study Fig. 1.1 and the map extract, and answer the questions below. Fig. 1.1 ",show feature south east map extract Study map extract answer question,152
0460_s18_qp_21.pdf,(i),SUB, Identify the type of road at A. ,Identify type road,33
0460_s18_qp_21.pdf,(ii),SUB, Identify feature B. ,Identify feature,21
0460_s18_qp_21.pdf,(iii),SUB, What is the height of contour C? ,height contour,34
0460_s18_qp_21.pdf,(iv),SUB, What is the six-figure grid reference of the road junction at D? Tick one correct answer below. Tick (3) ,six-figure grid reference road junction Tick one correct answer Tick,106
0460_s18_qp_21.pdf,(b),SUB, A person travels along the road from the northern edge of the map at Nyheim to the eastern edge of the map at Atnbrua. ,person travel along road northern edge map Nyheim eastern edge map Atnbrua,120
0460_s18_qp_21.pdf,(i),SUB, In which compass direction does the person travel? Tick one correct statement below. Tick (3) north west to south east south east to north west north east to south west south west to north east ,compass direction person travel Tick one correct statement Tick north west south east south east north west north east south west south west north east,195
0460_s18_qp_21.pdf,(ii),SUB, How far does the person travel along the road? Tick one correct statement below. Tick (3) 7200 metres 7800 metres 8400 metres 9000 metres ,far person travel along road Tick one correct statement Tick metre metre metre metre,139
0460_s18_qp_21.pdf,(c),SUB, Fig. 1.2 is a cross section along northing 58 from 580580 to 640580. height height ,cross section along northing 640580. height height,84
0460_s18_qp_21.pdf,(metres),SUB,  Fig. 1.2 ,,11
0460_s18_qp_21.pdf,(i),SUB," Using the map, complete the cross section on Fig. 1.2. [2] ",Using map complete cross section,60
0460_s18_qp_21.pdf,(ii),SUB," On Fig. 1.2, use a labelled arrow to show the position of Voldalen. [1] ",use labelled arrow show position Voldalen,73
0460_s18_qp_21.pdf,(iii),SUB," On Fig. 1.2, use a labelled arrow to show the position of Midtvola. [1] ",use labelled arrow show position Midtvola,73
0460_s18_qp_21.pdf,(d),SUB, Fig. 1.3 shows the mountainous area around Geitsida in the west of the map extract. Geitsida Fig. 1.3 Describe the relief of the area shown on Fig. 1.3. ,show mountainous area around Geitsida west map extract Geitsida Describe relief area shown,154
0460_s18_qp_21.pdf,(e),SUB, Look at the whole of the map extract. ,Look whole map extract,39
0460_s18_qp_21.pdf,(i),SUB, Describe the distribution of cultivation and forest. ,Describe distribution cultivation forest,54
0460_s18_qp_21.pdf,(ii),SUB, Describe the relationship between roads and relief. BLANK PAGE ,Describe relationship road relief BLANK PAGE,64
0460_s18_qp_21.pdf,2 ,MAIN,"Study Fig. 2.1 (Insert), which shows the population distribution of Iran, a country in Asia. ",Study Insert show population distribution Iran country Asia,93
0460_s18_qp_21.pdf,(a),SUB, Which three of the following statements about the population distribution of Iran are true? Tick three boxes. Statement Tick (3) the north is more densely populated than the south the population is evenly distributed there are no areas with a population of over 80 people per km2 there are large areas with a population of over 80 people per km2 the west is more densely populated than the east the border with Pakistan is densely populated most of the country is densely populated the coastline of the Persian Gulf is densely populated the coastline of the Caspian Sea is densely populated ,three following statement population distribution Iran true Tick three box Statement Tick north densely populated south population evenly distributed area population people per large area population people per west densely populated east border Pakistan densely populated country densely populated coastline Persian Gulf densely populated coastline Caspian Sea densely populated,592
0460_s18_qp_21.pdf,(b),SUB, Name one country shown on Fig. 2.1 which does not have a boundary with Iran. ,Name one country shown boundary Iran,78
0460_s18_qp_21.pdf,(c),SUB, Fig. 2.2 shows rainfall in Iran. Armenia Azerbaijan Turkey Caspian Turkmenistan Afghanistan K Pakistan Saudi Arabia Persian rainfall (mm) over 1200 boundary of Iran other international boundary Fig. 2.2 Describe the relationship between population density shown on Fig. 2.1 (Insert) and rainfall shown on Fig. 2.2. ,show rainfall Iran Armenia Azerbaijan Turkey Caspian Turkmenistan Afghanistan Pakistan Saudi Arabia Persian rainfall mm boundary Iran international boundary Describe relationship population density shown Insert rainfall shown,316
0460_s18_qp_21.pdf,(d),SUB, Fig. 2.3 shows the relief of Iran. Armenia Azerbaijan Turkey Caspian Turkmenistan Afghanistan K Pakistan Saudi Arabia Persian metres above sea level over 2000 boundary of Iran other international boundary Fig. 2.3 Describe the relationship between population density shown on Fig. 2.1 (Insert) and relief shown on Fig. 2.3. ,show relief Iran Armenia Azerbaijan Turkey Caspian Turkmenistan Afghanistan Pakistan Saudi Arabia Persian metre sea level boundary Iran international boundary Describe relationship population density shown Insert relief shown,325
0460_s18_qp_21.pdf,3 ,MAIN,"(a) Fig. 3.1 shows a map of a river. The positions of three cross sections through the river channel are shown: these are A – B, C – D and E – F. Fig. 3.1 Fig. 3.2 shows a cross section through the river channel drawn at one of the positions shown on Fig. 3.1. letter letter 0. 0.8 velocity (metres per second) of water Fig. 3.2 ",show map river position three cross section river channel shown F. show cross section river channel drawn one position shown 3.1. letter letter velocity metre per second water,329
0460_s18_qp_21.pdf,(i),SUB," Which position on the river channel is shown on Fig. 3.2? Add two letters, A, B, C, D, E or F, to Fig. 3.2 to show your answer. [2] ",position river channel shown Add two letter show answer,133
0460_s18_qp_21.pdf,(ii),SUB," Using Fig. 3.2, describe how the velocity of the water varies in the river channel. ",Using describe velocity water varies river channel,85
0460_s18_qp_21.pdf,(iii),SUB," Add an arrow, labelled ‘erosion’, to Fig. 3.2 to show where this process is most likely to occur. [1] ",Add arrow labelled erosion show process likely occur,103
0460_s18_qp_21.pdf,(b),SUB, Name the following river landforms: ,Name following river landforms,37
0460_s18_qp_21.pdf,(i),SUB, rounded hollows in a rocky river bed; ,rounded hollow rocky river bed,39
0460_s18_qp_21.pdf,(ii),SUB, flat land either side of a river formed by deposits from the river; ,flat land either side river formed deposit river,69
0460_s18_qp_21.pdf,(iii),SUB, raised banks on either side of a river formed by deposits from the river. ,raised bank either side river formed deposit river,75
0460_s18_qp_21.pdf,4 ,MAIN,"Fig. 4.1 (Insert) is a photograph which shows a coastline in Devon, UK. The coast has been affected by erosion and deposition. ",Insert photograph show coastline Devon UK coast affected erosion deposition,127
0460_s18_qp_21.pdf,(a),SUB, Identify and describe the coastal landforms shown in Fig. 4.1. ,Identify describe coastal landforms shown,64
0460_s18_qp_21.pdf,(b),SUB, Describe and explain the coastal processes which may affect the houses at the top of the photograph in the future. ,Describe explain coastal process may affect house top photograph future,116
0460_s18_qp_21.pdf,5 ,MAIN,"Table 5.1 gives information about milk production from cattle in four villages in Tanzania, East Africa. Table 5.1 Village Handeni Lushoto Mvomero Kilosa number of cattle – local breeds 87 943 6769 94 327 131 840 number of cattle – improved breeds 770 10 126 5281 2103 milk yield per cow per day – local breeds (litres) 2.1 4.8 3.2 1.3 milk yield per cow per day – improved breeds (litres) 8.3 7.0 5.2 11.1 % of milk sold 81 79 64 72 % of cattle food from grazing 62 44 64 68 % of cattle food from crop remains 18 37 18 23 % of cattle food from fodder crops 1 19 9 1 ",Table give information milk production cattle four village Tanzania East Africa Table Village Handeni Lushoto Mvomero Kilosa number cattle local breed number cattle improved breed milk yield per cow per day local breed litre milk yield per cow per day improved breed litre milk sold cattle food grazing cattle food crop remains cattle food fodder crop,567
0460_s18_qp_21.pdf,(a),SUB, Which village has the most cattle? ,village cattle,36
0460_s18_qp_21.pdf,(b),SUB," Use information from Table 5.1 to complete Fig. 5.1 below, by adding the milk yield from improved breeds at Lushoto. [1] Milk Yields milk yield 8 per cow per day 7 ",Use information Table complete adding milk yield improved breed Lushoto Milk Yields milk yield per cow per day,165
0460_s18_qp_21.pdf,(litres),SUB, Handeni Lushoto Mvomero Kilosa village local breeds improved breeds Fig. 5.1 ,Handeni Lushoto Mvomero Kilosa village local breed improved breed,78
0460_s18_qp_21.pdf,(c),SUB," Using evidence from Table 5.1 and Fig. 5.1, explain why farmers in the four villages keep improved breeds. ",Using evidence Table explain farmer four village keep improved breed,108
0460_s18_qp_21.pdf,(d),SUB, (i) ‘Milk production in Lushoto is more commercial than in the other three villages.’ Give evidence from Fig. 5.1 to support this statement. ,Milk production Lushoto commercial three villages. Give evidence support statement,142
0460_s18_qp_21.pdf,(ii),SUB, ‘Milk production in Mvomero is more subsistence based than in the other three villages.’ Give evidence from Fig. 5.1 to support this statement. ,Milk production Mvomero subsistence based three villages. Give evidence support statement,145
0460_s18_qp_21.pdf,6 ,MAIN,"Study Figs. 6.1 and 6.2 (Insert), which are two photographs showing two areas of rural settlement. ",Study Insert two photograph showing two area rural settlement,99
0460_s18_qp_21.pdf,(a),SUB, Identify each settlement pattern. ,Identify settlement pattern,35
0460_s18_qp_21.pdf,(b),SUB, Describe the site of the settlement in Fig. 6.2. ,Describe site settlement,50
0460_s18_qp_22.pdf,1 ,MAIN,"Study the map extract for Vinstra, Norway. The scale is 1:50 000. ",Study map extract Vinstra Norway scale 1:50,66
0460_s18_qp_22.pdf,(a),SUB," Fig. 1.1 shows some of the features in the north of the map extract. Study Fig. 1.1 and the map extract, and answer the questions below. Fig. 1.1 ",show feature north map extract Study map extract answer question,147
0460_s18_qp_22.pdf,(i),SUB, Identify the type of road at A. ,Identify type road,33
0460_s18_qp_22.pdf,(ii),SUB, Identify feature B. ,Identify feature,21
0460_s18_qp_22.pdf,(iii),SUB, Identify feature C. ,Identify feature,21
0460_s18_qp_22.pdf,(iv),SUB, What is the height above sea level at D? ,height sea level,42
0460_s18_qp_22.pdf,(v),SUB," What is the six-figure grid reference of the house at Myre, shown on Fig. 1.1? Tick one correct answer below. Tick (3) ",six-figure grid reference house Myre shown Tick one correct answer Tick,120
0460_s18_qp_22.pdf,(b),SUB," Fig. 1.2 is a cross section along northing 345 from the western edge of the map at 340345 to 400345, passing through the summit of the mountain Teigkampen. height 800 800 height ",cross section along northing western edge map passing summit mountain Teigkampen height height,179
0460_s18_qp_22.pdf,(metres),SUB,  Fig. 1.2 ,,11
0460_s18_qp_22.pdf,(i),SUB," Using the map, complete the cross section on Fig. 1.2. [2] ",Using map complete cross section,60
0460_s18_qp_22.pdf,(ii),SUB," On Fig. 1.2, use a labelled arrow to show the position of the railway. [1] ",use labelled arrow show position railway,76
0460_s18_qp_22.pdf,(iii),SUB," On Fig. 1.2, use a labelled arrow to show the position of a marked footpath. [1] ",use labelled arrow show position marked footpath,82
0460_s18_qp_22.pdf,(c),SUB," Using map evidence, give reasons for the growth of the main area of settlement on the map at Vinstra. ",Using map evidence give reason growth main area settlement map Vinstra,103
0460_s18_qp_22.pdf,(d),SUB, Fig. 1.3 shows part of the valley of the river Vinstra in the south west of the map extract. north side Vinstra south side Fig. 1.3 Compare the following features on the north side of the valley and the south side of the valley: settlement land use relief. ,show part valley river Vinstra south west map extract north side Vinstra south side Compare following feature north side valley south side valley settlement land use relief,258
0460_s18_qp_22.pdf,2 ,MAIN,Fig. 2.1 shows the five countries expected to have the largest populations by the year 2100. China India Indonesia Nigeria USA population in 1.37 1.28 0.26 0.18 0.32016 (billions) estimated 1.09 1.55 0.36 0.91 0.46 population in 2100 (billions) birth rate in 12.49 19.55 16.737.64 12.49 2016 (per 1000) migration in –0.44 –0.04 –1.16 –0.2+3.86 2016 (per 1000) Fig. 2.1 ,show five country expected largest population year China India Indonesia Nigeria USA population 1.37 1.28 0.26 0.18 0.32016 billion estimated 1.09 1.55 0.36 0.91 0.46 population billion birth rate 12.49 19.55 16.737.64 12.49 per migration –0.44 –0.04 –1.16 –0.2+3.86 per,369
0460_s18_qp_22.pdf,(a),SUB, (i) Use information from Fig. 2.1 to plot the estimated population of Indonesia in 2100 on Fig. 2.2 below. [1] 1.6 1.6 1.4 1.4 1.2 1.2 1.0 1.0 0.8 0.8 0.6 0.6 0.4 0.4 0.2 0.2 China India Indonesia Nigeria USA 2100 (estimate) Fig. 2.2 )snoillib( noitalupop ,Use information plot estimated population Indonesia China India Indonesia Nigeria USA estimate snoillib noitalupop,257
0460_s18_qp_22.pdf,(ii),SUB, Which country shown on Fig. 2.2 is expected to have a population decrease between 2016 and 2100? ,country shown expected population decrease,98
0460_s18_qp_22.pdf,(iii),SUB," Using Fig. 2.1, calculate the estimated increase in the population of USA between 2016 and 2100. ",Using calculate estimated increase population USA,98
0460_s18_qp_22.pdf,(iv),SUB, Which country shown on Figs. 2.1 and 2.2: had the largest population in 2016 is expected to have the largest population in 2100? ,country shown largest population expected largest population,130
0460_s18_qp_22.pdf,(b),SUB, Which country shown on Fig. 2.1 is expected to have the greatest increase in population between 2016 and 2100? Use information from Fig. 2.1 to suggest the main reason for this. ,country shown expected greatest increase population Use information suggest main reason,179
0460_s18_qp_22.pdf,(c),SUB, (i) Is migration an important factor in the growth in population of the countries shown on Fig. 2.1? Use information from Fig. 2.1 to support your answer. ,migration important factor growth population country shown Use information support answer,156
0460_s18_qp_22.pdf,(ii),SUB," Give one other population statistic, not shown on Fig. 2.1, which would help explain these population changes. ",Give one population statistic shown would help explain population change,112
0460_s18_qp_22.pdf,3 ,MAIN,"(a) Study Fig. 3.1 (Insert), which is a photograph showing part of an urban area. Suggest which urban zone is shown in the photograph and give four reasons for your choice. Urban zone Reasons ",Study Insert photograph showing part urban area Suggest urban zone shown photograph give four reason choice Urban zone Reasons,192
0460_s18_qp_22.pdf,(b),SUB," Study Fig. 3.2 (Insert), which is a photograph showing the industrial zone of an urban area. Using evidence from the photograph, explain why industry has developed here. ",Study Insert photograph showing industrial zone urban area Using evidence photograph explain industry developed,171
0460_s18_qp_22.pdf,4 ,MAIN,(a) Fig. 4.1 shows a cross section through an area affected by an earthquake. ground surface A ground surface seismic waves ground movement Not to scale Fig. 4.1 ,show cross section area affected earthquake ground surface ground surface seismic wave ground movement scale,162
0460_s18_qp_22.pdf,(i),SUB, Identify points X and Y shown on Fig. 4.1. ,Identify point shown,44
0460_s18_qp_22.pdf,(ii),SUB, Describe what happened along line A – B to cause an earthquake. ,Describe happened along line cause earthquake,65
0460_s18_qp_22.pdf,(b),SUB," Fig. 4.2 gives information about an earthquake at Bam in Iran. An earthquake occurred at Bam in south east Iran on December 26, 2003 at 05:26. More than 40 000 people were killed, 50 000 were injured and 100 000 became homeless. The Arg-e-Bam, the largest mud-brick building in the world, which was about 2000 years old, was almost totally destroyed in the earthquake. Fig. 4.2 Using Fig. 4.2, suggest the importance of the following on the effects of the earthquake: ",give information earthquake Bam Iran earthquake occurred Bam south east Iran December 05:26 people killed injured became homeless Arg-e-Bam largest mud-brick building world year old almost totally destroyed earthquake Using suggest importance following effect earthquake,469
0460_s18_qp_22.pdf,(i),SUB, the time of day ,time day,17
0460_s18_qp_22.pdf,(ii),SUB, the building materials of the Arg-e-Bam. ,building material Arg-e-Bam,42
0460_s18_qp_22.pdf,(c),SUB," Using Fig. 4.2, suggest when the last major earthquake occurred at Bam before 2003. ",Using suggest last major earthquake occurred Bam,85
0460_s18_qp_22.pdf,(d),SUB, Fig. 4.3 is a map showing the intensity of the Bam earthquake. Fig. 4.4 describes the different intensity values. intensity values Arg-e-Bam line dividing areas of equal intensity Airport Fig. 4.3 Intensity value Description of effects ,map showing intensity Bam earthquake describes different intensity value intensity value Arg-e-Bam line dividing area equal intensity Airport Intensity value Description effect,237
0460_s18_qp_22.pdf,5 ,MAIN,Felt by nearly everyone. Sleepers wake up. Some windows broken. Unstable objects overturned. Clocks may stop. ,Felt nearly everyone Sleepers wake window broken Unstable object overturned Clocks may stop,110
0460_s18_qp_22.pdf,6 ,MAIN,"Felt by everyone, many people frightened. Some plaster falls from walls. Damage slight. ",Felt everyone many people frightened plaster fall wall Damage slight,88
0460_s18_qp_22.pdf,7 ,MAIN,Difficult to stand up. People run outdoors. Walls crack. ,Difficult stand People run outdoors Walls crack,57
0460_s18_qp_22.pdf,8 ,MAIN,Partial collapse of buildings. Chimneys fall. Damage great in poorly constructed buildings. ,Partial collapse building Chimneys fall Damage great poorly constructed building,92
0460_s18_qp_22.pdf,9 ,MAIN,"Damage considerable in well-designed structures, with partial collapse. Buildings shifted off foundations. Fig. 4.4 ",Damage considerable well-designed structure partial collapse Buildings shifted foundation,116
0460_s18_qp_22.pdf,(i),SUB, Complete the line of equal intensity in the north of Fig. 4.3. [1] ,Complete line equal intensity north,68
0460_s18_qp_22.pdf,(ii),SUB," Using Figs. 4.3 and 4.4, describe the effects of the earthquake on the buildings at the airport. ",Using describe effect earthquake building airport,98
0460_s18_qp_22.pdf,5 ,MAIN,"Study Fig. 5.1, which shows instruments A, B and C, which are used to measure the weather. Instrument B Instrument C Fig. 5.1 ",Study show instrument used measure weather Instrument Instrument,126
0460_s18_qp_22.pdf,(a),SUB, Name the three weather instruments. ,Name three weather instrument,37
0460_s18_qp_22.pdf,(b),SUB," Using Instrument A, state the wind direction. ",Using Instrument state wind direction,47
0460_s18_qp_22.pdf,(c),SUB," Using the information shown on Instrument B, state the: ",Using information shown Instrument state,57
0460_s18_qp_22.pdf,(i),SUB, present temperature ,present temperature,21
0460_s18_qp_22.pdf,(ii),SUB, maximum temperature since the instrument was reset ,maximum temperature since instrument reset,52
0460_s18_qp_22.pdf,(iii),SUB, minimum temperature since the instrument was reset. ,minimum temperature since instrument reset,53
0460_s18_qp_22.pdf,(d),SUB, Do the readings shown on Instrument C show that the air is saturated (relative humidity 100%)? Explain your answer. ,reading shown Instrument show air saturated relative humidity Explain answer,117
0460_s18_qp_22.pdf,6 ,MAIN,"Figs. 6.1 and 6.2 give information about Kenya, one of the main manufacturing countries in East Africa. Kenya – location, imports and export routes Republic Indian Ocean of South Ethiopia Somalia Central African Republic From overseas Democratic ga U Kenya Republic of manufactured goods Rwanda Burundi crude oil Tanzania Key imports exports Fig. 6.1 Kenya – manufacturing centres and materials produced within the country Turkana From within Kenya wheat and maize coffee Kisumu limestone Victoria Nairobi Indian Mombasa Key manufacturing centre Fig. 6.2 ",give information Kenya one main manufacturing country East Africa Kenya location import export route Republic Indian Ocean South Ethiopia Somalia Central African Republic overseas Democratic ga Kenya Republic manufactured good Rwanda Burundi crude oil Tanzania Key import export Kenya manufacturing centre material produced within country Turkana within Kenya wheat maize coffee Kisumu limestone Victoria Nairobi Indian Mombasa Key manufacturing centre,555
0460_s18_qp_22.pdf,(a),SUB," Using Figs. 6.1 and 6.2, suggest three advantages of Kenya for the development of manufacturing industry. ",Using suggest three advantage Kenya development manufacturing industry,107
0460_s18_qp_22.pdf,(b),SUB," Using Figs. 6.1 and 6.2, suggest one disadvantage of Kenya for the development of manufacturing industry. ",Using suggest one disadvantage Kenya development manufacturing industry,107
0460_s18_qp_22.pdf,(c),SUB," Using Figs. 6.1 and 6.2, suggest why an oil refinery is located at Mombasa. ",Using suggest oil refinery located Mombasa,77
0460_s18_qp_22.pdf,(d),SUB, Fig. 6.3 shows the employment structure of Kenya. y 70 3 ustr % ,show employment structure Kenya ustr,65
0460_s18_qp_22.pdf,40 ,MAIN,e rti Kenya 8 % primary industry primary secondary tertiary Fig. 6.3 What percentage of Kenya’s employment is in: ,rti Kenya primary industry primary secondary tertiary percentage Kenya employment,114
0460_s18_qp_22.pdf,(i),SUB, secondary industry ,secondary industry,20
0460_s18_qp_23.pdf,1 ,MAIN,"(a) Study the map extract, which is for Valestrandsfossen, Norway. The scale is 1:25 000. Fig. 1.shows some features in the east of the map extract. Fig. 1.Using the map extract, identify the following features shown on Fig. 1.1: ",Study map extract Valestrandsfossen Norway scale 1:25 1.shows feature east map extract 1.Using map extract identify following feature shown,230
0460_s18_qp_23.pdf,(i),SUB, feature A; ,feature,12
0460_s18_qp_23.pdf,(ii),SUB, the height at the spot elevation B; ,height spot elevation,37
0460_s18_qp_23.pdf,(iii),SUB, the type of road C; ,type road,21
0460_s18_qp_23.pdf,(iv),SUB, the type of building at D; ,type building,28
0460_s18_qp_23.pdf,(v),SUB, the land use at E. ,land use,20
0460_s18_qp_23.pdf,(b),SUB, Fig. 1.2 is a cross section along northing 11 from the coast at 039110 to 070110. west east height height ,cross section along northing coast 070110. west east height height,107
0460_s18_qp_23.pdf,(metres),SUB,  Fig. 1.2 ,,11
0460_s18_qp_23.pdf,(i),SUB," Identify the land use between G, labelled on the cross section, and the eastern edge of the cross section. ",Identify land use labelled cross section eastern edge cross section,108
0460_s18_qp_23.pdf,(ii),SUB, On Fig. 1.2 show with a labelled arrow the position of a private road. [1] ,show labelled arrow position private road,76
0460_s18_qp_23.pdf,(iii),SUB, On Fig. 1.2 show with a labelled arrow the position of an unmarked footpath. [1] ,show labelled arrow position unmarked footpath,82
0460_s18_qp_23.pdf,(iv),SUB, On Fig. 1.2 show with a labelled arrow the position of the Daltveitelva river. [1] ,show labelled arrow position Daltveitelva river,84
0460_s18_qp_23.pdf,(c),SUB, Find the Daltveitelva river in the grid squares shown on Fig. 1.3. Fig. 1.3 ,Find Daltveitelva river grid square shown,77
0460_s18_qp_23.pdf,(i),SUB, What is the direction of flow of the river? Tick one correct statement below. Tick (3) south west to north east north east to south west south east to north west north west to south east ,direction flow river Tick one correct statement Tick south west north east north east south west south east north west north west south east,188
0460_s18_qp_23.pdf,(ii),SUB," Using the map area shown in Fig. 1.3 only, give one reason for your answer to (c)(i). ",Using map area shown give one reason answer,87
0460_s18_qp_23.pdf,(d),SUB," Look at Fig. 1.4, which shows grid square 0115. Fig. 1.4 Describe the relief and drainage of the land in grid square 0115. ",Look show grid square Describe relief drainage land grid square,124
0460_s18_qp_23.pdf,(e),SUB, (i) Find the ferry crossing from Breistein to Valestrandsfossen in the centre of the map. Measure the distance along the route of the ferry crossing. Give your answer in metres. ,Find ferry crossing Breistein Valestrandsfossen centre map Measure distance along route ferry crossing Give answer metre,179
0460_s18_qp_23.pdf,(ii),SUB, What is the six-figure grid reference of the start of the ferry crossing at Breistein? Tick one correct answer below. Tick (3) ,six-figure grid reference start ferry crossing Breistein Tick one correct answer Tick,128
0460_s18_qp_23.pdf,(iii),SUB, Measure the bearing from the start of the ferry crossing at Breistein to its end at Valestrandsfossen. ,Measure bearing start ferry crossing Breistein end Valestrandsfossen,104
0460_s18_qp_23.pdf,2 ,MAIN,"Study Fig. 2.1, which shows the number of immigrants arriving in Spain in 2001 and in 2014. Romania Morocco Ecuador Italy Colombia China Germany country Fig. 2.1 ",Study show number immigrant arriving Spain Romania Morocco Ecuador Italy Colombia China Germany country,162
0460_s18_qp_23.pdf,(a),SUB, (i) Complete the graph by drawing a bar to show that 165 000 immigrants entered Spain from China in 2014. [1] ,Complete graph drawing bar show immigrant entered Spain China,111
0460_s18_qp_23.pdf,(ii),SUB, Identify the country with the largest number of immigrants to Spain in 2001. )s’000( stnargimmi rebmun number immigrants ,Identify country largest number immigrant Spain stnargimmi rebmun number immigrant,122
0460_s18_qp_23.pdf,(000’s),SUB, ,,1
0460_s18_qp_23.pdf,(iii),SUB, State the number of immigrants to Spain from Romania in 2014. ,State number immigrant Spain Romania,63
0460_s18_qp_23.pdf,(iv),SUB, Calculate how many more immigrants entered Spain from Romania in 2014 than in 2001. ,Calculate many immigrant entered Spain Romania,85
0460_s18_qp_23.pdf,(b),SUB," Study Table 2.1, which gives information about the countries shown in Fig. 2.1. Table 2.1 Country Continent Member Spanish GNI* per of the as a person EU and main 2014 in date of language US$ Spain Europe 3(1986) 3 29 940 Romania Europe 3(2007) 9 370 Morocco Africa 3 020 Ecuador South 3 6 040 America Italy Europe 3(1952) 34 280 Colombia South 3 7 780 America China Asia 7 380 Germany Europe 3(1952) 47 640 EU = European Union (a group of countries which allows free movement of people) * Gross National Income, GNI, a measure of wealth ",Study Table give information country shown Table Country Continent Member Spanish GNI per person EU main date language US Spain Europe Romania Europe Morocco Africa Ecuador South America Italy Europe Colombia South America China Asia Germany Europe EU European Union group country allows free movement people Gross National Income GNI measure wealth,539
0460_s18_qp_23.pdf,(i),SUB," Using evidence from Table 2.1, suggest why many migrants moved from South America to Spain. ",Using evidence Table suggest many migrant moved South America Spain,93
0460_s18_qp_23.pdf,(ii),SUB, State the evidence in Table 2.1 that explains the difference in the numbers of immigrants to Spain from Romania in 2014 from 2001. ,State evidence Table explains difference number immigrant Spain Romania,132
0460_s18_qp_23.pdf,3 ,MAIN,"Study Fig. 3.1, which shows part of Flevoland province in the Netherlands. Polder EEmmmmeelloooorrdd Dronten Lelystad eastern boundary of railway Flevoland province airport coastline motorway other provinces main road built-up area minor road Fig. 3.1 ",Study show part Flevoland province Netherlands Polder EEmmmmeelloooorrdd Dronten Lelystad eastern boundary railway Flevoland province airport coastline motorway province main road built-up area minor road,252
0460_s18_qp_23.pdf,(a),SUB, Complete the table below to show the hierarchy of settlements in the area shown on Fig. 3.1. Settlement order Settlement name Number of settlements highest ……………………………………………………. 1 middle ………………………. and ………….………….. 2 lowest 11 ,Complete table show hierarchy settlement area shown Settlement order Settlement name Number settlement highest …………………………………………………… middle ……………………… ………….………… .. lowest,227
0460_s18_qp_23.pdf,(b),SUB, All land uses on the North East Polder were planned. ,land us North East Polder planned,54
0460_s18_qp_23.pdf,(i),SUB, Describe how the planners arranged the settlements on the North East Polder. ,Describe planner arranged settlement North East Polder,78
0460_s18_qp_23.pdf,(ii),SUB, Describe the road pattern on the North East Polder. ,Describe road pattern North East Polder,53
0460_s18_qp_23.pdf,(c),SUB, Use Fig. 3.1 to explain why Dronten has grown more rapidly than Emmeloord. ,Use explain Dronten grown rapidly Emmeloord,76
0460_s18_qp_23.pdf,(d),SUB, Suggest why residents in village X use shops and services in Lelystad even though Dronten is closer. ,Suggest resident village use shop service Lelystad even though Dronten closer,102
0460_s18_qp_23.pdf,4 ,MAIN,"(a) (i) Study Fig. 4.1 (Insert), which is a photograph showing part of a coastline. Name the features of coastal erosion shown in Fig. 4.1. ",Study Insert photograph showing part coastline Name feature coastal erosion shown,140
0460_s18_qp_23.pdf,(ii),SUB, Give one characteristic of the rock shown in Fig. 4.1 that causes it to be eroded. ,Give one characteristic rock shown cause eroded,84
